instance,drone_count,truck_count,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_sol_multi_visit_trip_count,best_multi_visit_fitness,best_multi_visit_sol,best_multi_visit_sol_multi_visit_trip_count,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,2,2,772.9284983931459,"[[[[0, [11, 17, 15, 13, 19, 20, 16, 14, 12, 18]], [2, [2, 4, 6, 8, 5, 7, 10, 9]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [1, 3]], [1, []]]], [[[2, [2, 4, 6, 8]]], [[2, [5, 7, 10, 9]]], [[3, [1, 3]]]]]",0,,None,,3.333333,3.333333,"[69.856997, 69.856997, 83.522452]",74.412149,"{2: 101.856997, 3: 0.0}","{2: 0.0, 3: 387.310276}",50.928498,193.655138,,,[],,{},{},,,72.964,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_2.dat,2,1,4,90,2,3,797.0,"[[[[0, [8, 18, 7, 9, 20, 17, 15, 16, 11, 13, 10, 12]], [2, [2, 4, 6, 5, 3, 14, 19, 1]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, []]]], [[[2, [2, 4, 6, 1]]], [[2, [5, 3, 14, 19]]]]]",0,,None,,4.0,4.0,"[69.856997, 69.856997]",69.856997,{2: 10.928498},{2: 9.071502},10.928498,9.071502,,,[],,{},{},,,62.484,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,1,1,815.0174088927985,"[[[[0, [19, 20, 15, 17, 12, 18, 16]], [1, [1, 2, 9, 13, 14, 11, 3, 5]], [3, [7, 10, 8, 6]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4]], [2, []]]], [[[1, [1, 2, 3, 5]]], [[1, [9, 13, 14, 11]]], [[3, [7, 10, 8, 6]]], [[4, [4]]]]]",0,,None,,3.25,3.25,"[64.621978, 64.621978, 78.790862, 78.790862]",71.70642,"{1: 96.621978, 3: 51.70642, 4: 0.0}","{1: 0.0, 3: 0.0, 4: 397.0}",49.442799,132.333333,,,[],,{},{},,,33.303,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,1,2,798.3109888428071,"[[[[0, [19, 20, 17, 18, 15, 13, 12, 14, 16, 11]], [2, [2, 4, 6, 5, 7, 8, 10, 9]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [1, 3]], [1, []]]], [[[2, [2, 4, 6, 10]]], [[2, [5, 7, 8, 9]]], [[3, [1, 3]]]]]",0,,None,,3.333333,3.333333,"[64.621978, 64.621978, 78.790862]",69.344939,"{2: 96.621978, 3: 0.0}","{2: 0.0, 3: 420.29358}",48.310989,210.14679,,,[],,{},{},,,33.209,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,1,3,825.0,"[[[[0, [19, 20, 18, 16, 10, 11, 13, 7, 15, 17, 8, 12]], [1, [1, 3, 9, 5, 6, 4, 14, 2]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [1, 3, 9, 2]]], [[1, [5, 6, 4, 14]]]]]",0,,None,,4.0,4.0,"[64.621978, 64.621978]",64.621978,{1: 8.310989},{1: 11.689011},8.310989,11.689011,,,[],,{},{},,,25.72,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,2,1,798.3109888428071,"[[[[0, [20, 19, 18, 14, 17, 16, 13, 15, 12, 11]], [1, [1, 7, 6, 3, 5, 10, 8, 9]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 4]], [2, []]]], [[[1, [1, 7, 3, 5]]], [[1, [6, 10, 8, 9]]], [[4, [2, 4]]]]]",0,,None,,3.333333,3.333333,"[64.621978, 64.621978, 78.790862]",69.344939,"{1: 96.621978, 4: 0.0}","{1: 0.0, 4: 420.29358}",48.310989,210.14679,,,[],,{},{},,,62.489,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,2,2,810.0,"[[[[0, [18, 17, 19, 20, 12, 16, 13, 9, 14, 15, 10, 11]], [2, [2, 6, 4, 8, 5, 7]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [1, 3]], [1, []]]], [[[2, [2, 6, 4, 8]]], [[2, [5, 7]]], [[3, [1, 3]]]]]",0,,None,,2.666667,2.666667,"[64.621978, 64.621978, 78.790862]",69.344939,"{2: 28.310989, 3: 0.0}","{2: 11.689011, 3: 420.29358}",14.155494,215.991296,,,[],,{},{},,,51.535,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_3.dat,2,1,4,90,2,3,786.7064200499915,"[[[[0, [19, 17, 20, 12, 18, 11]], [1, [1, 6, 16, 14, 3, 5, 15, 13]], [3, [7, 8, 10, 9]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [1, 6, 3, 5]]], [[1, [16, 14, 15, 13]]], [[3, [7, 8, 10, 9]]], [[4, [4, 2]]]]]",0,,None,,3.5,3.5,"[64.621978, 64.621978, 78.790862, 78.790862]",71.70642,"{1: 108.310989, 3: 51.70642, 4: 0.0}","{1: 11.689011, 3: 0.0, 4: 393.209138}",53.339136,134.96605,,,[],,{},{},,,71.603,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,1,1,763.8120584747887,"[[[[0, [16, 18, 20, 19, 17, 15, 13, 11, 9, 12]], [4, [4, 8, 10, 14, 6, 7, 5]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1, 2]], [1, []], [2, []]]], [[[4, [6, 7, 5]]], [[4, [4, 8, 10, 14]]], [[3, [3, 1, 2]]]]]",0,,None,,3.333333,3.333333,"[79.624117, 79.624117, 79.624117]",79.624117,"{4: 5.812058, 3: 0.0}","{4: 14.187942, 3: 350.187942}",2.906029,182.187942,,,[],,{},{},,,23.484,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,1,2,763.8120584747887,"[[[[0, [10, 12, 14, 16, 18, 20, 19, 17, 15, 13, 11, 9]], [4, [4, 6, 5, 8, 7, 3]], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, []], [1, [1, 2]], [2, []]]], [[[4, [7, 3]]], [[4, [4, 6, 5, 8]]], [[1, [1, 2]]]]]",0,,None,,2.666667,2.666667,"[79.624117, 79.624117, 66.483081]",75.243771,"{4: 11.624117, 1: 0.0}","{4: 0.0, 1: 370.946401}",5.812058,185.473201,,,[],,{},{},,,20.449,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,1,3,743.8120584747887,"[[[[0, [19, 20, 11, 12, 17, 18, 16, 14, 13, 15]], [3, [3, 5, 7, 6, 8, 9, 10]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 4, 1]], [2, []], [1, []]]], [[[3, [3, 5, 7]]], [[3, [6, 8, 9, 10]]], [[4, [2, 4, 1]]]]]",0,,None,,3.333333,3.333333,"[79.624117, 79.624117, 79.624117]",79.624117,"{3: 71.624117, 4: 0.0}","{3: 0.0, 4: 344.375883}",35.812058,172.187942,,,[],,{},{},,,31.24,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,2,1,741.2415402771893,"[[[[0, [15, 14, 20, 17, 18, 13, 16, 19, 12, 11]], [1, [1, 3, 5, 7, 8, 6, 9, 10]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [1, 3, 5, 7]]], [[1, [8, 6, 9, 10]]], [[4, [4, 2]]]]]",0,,None,,3.333333,3.333333,"[66.483081, 66.483081, 79.624117]",70.863426,"{1: 118.483081, 4: 0.0}","{1: 0.0, 4: 370.946401}",59.24154,185.473201,,,[],,{},{},,,69.852,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,2,2,743.8120584747887,"[[[[0, [11, 20, 19, 18, 16, 17, 14, 12, 13]], [3, [8, 6, 3, 5, 15, 7, 10, 9]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 1, 4]], [2, []], [1, []]]], [[[3, [3, 5, 7, 9]]], [[3, [8, 6, 15, 10]]], [[4, [2, 1, 4]]]]]",0,,None,,3.666667,3.666667,"[79.624117, 79.624117, 79.624117]",79.624117,"{3: 71.624117, 4: 0.0}","{3: 0.0, 4: 344.375883}",35.812058,172.187942,,,[],,{},{},,,54.181,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_4.dat,2,1,4,90,2,3,758.0,"[[[[0, [16, 15, 12, 14, 19, 17, 10, 20, 18, 11]], [3, [3, 6, 5, 8, 7, 13, 9]], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2, 1]], [2, []], [1, []]]], [[[3, [3, 5, 7, 13]]], [[3, [6, 8, 9]]], [[4, [4, 2, 1]]]]]",0,,None,,3.333333,3.333333,"[79.624117, 79.624117, 79.624117]",79.624117,"{3: 5.812058, 4: 0.0}","{3: 14.187942, 4: 344.375883}",2.906029,179.281912,,,[],,{},{},,,69.684,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,1,1,784.5729949498046,"[[[[0, [20, 18, 19, 17, 11, 15, 13, 12, 16, 14]], [1, [1, 3, 6, 10, 8, 5, 9, 7]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [1, 3, 8, 7]]], [[1, [6, 10, 5, 9]]], [[4, [4, 2]]]]]",0,,None,,3.333333,3.333333,"[65.14599, 65.14599, 79.120162]",69.804047,"{1: 101.14599, 4: 0.0}","{1: 0.0, 4: 407.866924}",50.572995,203.933462,,,[],,{},{},,,37.058,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,1,2,824.5729949498046,"[[[[0, [19, 11, 20, 16, 18, 17, 15, 13, 9, 7, 8]], [2, [2, 4, 5, 12, 14, 10, 6]], [4, []], [6, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [5, 12, 14, 10]]], [[2, [2, 4, 6]]], [[3, [3, 1]]]]]",0,,None,,3.0,3.0,"[65.14599, 65.14599, 79.120162]",69.804047,"{2: 10.572995, 3: 0.0}","{2: 29.427005, 3: 418.439919}",5.286497,223.933462,,,[],,{},{},,,29.259,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,1,3,809.0,"[[[[0, [17, 19, 20, 18, 10, 8, 12, 9, 14, 16, 7, 11]], [1, [1, 3, 5, 4, 6, 13, 2, 15]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, []], [2, []]]], [[[1, [1, 3, 5, 2]]], [[1, [4, 6, 13, 15]]]]]",0,,None,,4.0,4.0,"[65.14599, 65.14599]",65.14599,{1: 10.572995},{1: 9.427005},10.572995,9.427005,,,[],,{},{},,,26.967,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,2,1,771.560080889705,"[[[[0, [12, 20, 19, 17, 18, 11]], [2, [2, 4, 6, 15, 13, 7, 14, 16]], [6, []], [4, [10, 8, 9, 5]], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [20, []], [19, []], [17, []], [15, []], [13, []], [11, []], [9, []], [7, []], [5, []], [3, [3, 1]], [1, []]]], [[[2, [2, 4, 6, 7]]], [[2, [15, 13, 14, 16]]], [[4, [10, 8, 9, 5]]], [[3, [3, 1]]]]]",0,,None,,3.5,3.5,"[65.14599, 65.14599, 79.120162, 79.120162]",72.133076,"{2: 110.572995, 4: 4.560081, 3: 0.0}","{2: 9.427005, 4: 0.0, 3: 380.879838}",38.377692,130.102281,,,[],,{},{},,,80.865,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,2,2,784.5729949498046,"[[[[0, [20, 12, 19, 18, 16, 14, 15, 17, 13, 11]], [1, [1, 3, 8, 10, 6, 5, 7, 9]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [4, 2]], [2, []]]], [[[1, [1, 3, 5, 9]]], [[1, [8, 10, 6, 7]]], [[4, [4, 2]]]]]",0,,None,,3.333333,3.333333,"[65.14599, 65.14599, 79.120162]",69.804047,"{1: 101.14599, 4: 0.0}","{1: 0.0, 4: 407.866924}",50.572995,203.933462,,,[],,{},{},,,70.416,OK
test_data/special_data/symmetric_patch_multivisit_30_100/20\SYM20_patch_mv_30_100_5.dat,2,1,4,90,2,3,784.5729949498046,"[[[[0, [20, 19, 11, 12, 18, 16, 14, 13, 15, 17]], [1, [1, 3, 5, 7, 6, 8, 9, 10]], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [20, []], [18, []], [16, []], [14, []], [12, []], [10, []], [8, []], [6, []], [4, [2, 4]], [2, []]]], [[[1, [1, 3, 5, 7]]], [[1, [6, 8, 9, 10]]], [[4, [2, 4]]]]]",0,,None,,3.333333,3.333333,"[65.14599, 65.14599, 79.120162]",69.804047,"{1: 101.14599, 4: 0.0}","{1: 0.0, 4: 407.866924}",50.572995,203.933462,,,[],,{},{},,,64.765,OK
