instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.dat,8,120,2,2,602.6619038,"[[[[0, [1, 2]], [1, []], [2, []], [15, [15, 9, 7, 16, 13, 17, 4, 14]], [9, []], [36, [36, 21, 32, 27, 24]], [21, []], [7, []], [16, []], [13, []], [14, []], [47, [47, 39, 49, 35, 43, 38, 41, 37]], [39, []], [49, []], [27, []], [32, []], [38, []], [41, []], [4, []], [35, []], [17, []], [43, []], [37, []], [24, []]], [[0, [3]], [11, [11, 10, 12]], [10, []], [12, [19, 8, 5, 6, 18]], [25, [25, 22, 20, 23, 26]], [22, []], [20, [30, 40, 28, 31, 33, 29]], [30, []], [46, [46, 34, 44, 45, 42]], [34, []], [42, []], [44, []], [3, []], [50, [50, 48]], [19, []], [8, []], [23, []], [5, []], [6, []], [26, []], [33, []], [28, []], [40, []], [45, []], [31, []], [48, []], [18, []], [29, []]]], [[[15, [15, 9, 7, 16, 13, 17, 4, 14]]], [[11, [11, 10, 12]]], [[12, [19, 8, 5, 6, 18]]], [[25, [25, 22, 20, 23, 26]]], [[36, [36, 21, 32, 27, 24]]], [[20, [30, 40, 28, 31, 33, 29]]], [[46, [46, 34, 44, 45, 42]]], [[47, [47, 39, 49, 35, 43, 38, 41, 37]]], [[50, [50, 48]]]]]",626.3016516,"[[[[0, [1]], [1, []], [16, [16, 7, 14, 17, 13, 9, 15, 4]], [7, []], [9, []], [21, [21]], [15, []], [36, [36, 32, 27, 24, 20, 30, 35, 41, 38]], [41, []], [38, []], [32, []], [27, []], [49, [49, 39, 47, 43, 37]], [13, []], [39, []], [47, []], [14, []], [43, []], [35, []], [4, []], [17, []], [37, []], [24, []], [20, []], [30, []]], [[0, [3]], [11, [11, 8, 5, 6, 10, 12, 2]], [10, []], [25, [25, 19, 23, 18, 26, 22]], [12, []], [18, []], [29, [29]], [46, [46, 34, 42, 28, 31, 40, 33]], [34, []], [42, []], [2, []], [28, []], [33, []], [26, []], [3, []], [50, [50, 44, 48, 45]], [44, []], [19, []], [8, []], [23, []], [5, []], [6, []], [48, []], [40, []], [31, []], [45, []], [22, []]]], [[[16, [16, 7, 14, 17, 13, 9, 15, 4]]], [[11, [11, 8, 5, 6, 10, 12, 2]]], [[25, [25, 19, 23, 18, 26, 22]]], [[21, [21]]], [[29, [29]], [36, [32, 27, 24, 20, 30]]], [[36, [36, 35, 41, 38]]], [[46, [46, 34, 42, 28, 31, 40, 33]]], [[49, [49, 39, 47, 43, 37]]], [[50, [50, 44, 48, 45]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.dat,8,120,2,3,624.3132079,"[[[[0, [4, 1, 3, 2]], [2, []], [3, []], [5, [5, 6]], [6, []], [34, [34, 30, 20, 17, 24]], [1, []], [40, [40, 31, 42, 36, 41, 35, 43, 37]], [31, []], [48, [48, 45, 46]], [45, []], [30, []], [46, []], [42, []], [20, []], [36, []], [41, []], [4, []], [35, []], [17, []], [43, []], [37, []], [24, []]], [[0, []], [11, [11, 15, 7, 16, 13, 14]], [12, [12, 10, 18, 22, 19, 21]], [25, [25, 23, 8, 9]], [10, []], [18, []], [22, []], [29, [29, 33, 28, 26, 27, 32]], [28, []], [33, []], [26, []], [23, []], [8, []], [19, []], [50, [50, 44, 49, 39, 47, 38]], [44, []], [9, []], [21, []], [15, []], [27, []], [49, []], [7, []], [16, []], [13, []], [39, []], [47, []], [14, []], [32, []], [38, []]]], [[[5, [5, 6]]], [[11, [11, 15, 7, 16, 13, 14]]], [[12, [12, 10, 18, 22, 19, 21]]], [[25, [25, 23, 8, 9]]], [[34, [34, 30, 20, 17, 24]]], [[29, [29, 33, 28, 26, 27, 32]]], [[40, [40, 31, 42, 36, 41, 35, 43, 37]]], [[48, [48, 45, 46]]], [[50, [50, 44, 49, 39, 47, 38]]]]]",652.3132079,"[[[[0, [3]], [3, []], [8, [8, 5, 6, 9, 15, 7, 16, 13]], [5, []], [6, []], [28, [28, 26, 23, 19, 21, 27, 14, 20]], [40, [40]], [33, [33, 44, 39, 32, 30]], [26, []], [23, []], [19, []], [50, [50, 49, 47]], [44, []], [9, []], [21, []], [15, []], [27, []], [49, []], [7, []], [16, []], [13, []], [39, []], [47, []], [14, []], [32, []], [20, []], [30, []]], [[0, [1, 2]], [1, []], [2, []], [18, [18, 10, 11, 12, 17, 4]], [10, []], [11, []], [12, []], [25, [25, 31]], [31, []], [29, [29, 22, 36, 37, 35, 24, 34]], [22, []], [45, [45]], [48, [48, 41, 38, 43, 42, 46]], [36, []], [41, []], [38, []], [37, []], [43, []], [17, []], [35, []], [4, []], [24, []], [42, []], [34, []], [46, []]]], [[[8, [8, 5, 6, 9, 15, 7, 16, 13]]], [[18, [18, 10, 11, 12, 17, 4]]], [[28, [28, 26, 23, 19, 21, 27, 14, 20]]], [[25, [25, 31]]], [[40, [40]]], [[29, [29, 22, 36, 37, 35, 24, 34]]], [[45, [45]], [33, [33, 44, 39, 32, 30]]], [[48, [48, 41, 38, 43, 42, 46]]], [[50, [50, 49, 47]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.dat,8,120,2,5,604.0688837,"[[[[0, [2]], [5, [5, 6, 11, 10]], [6, []], [18, [18, 12, 8]], [11, []], [25, [25, 29, 22, 31, 28, 26, 23, 19]], [12, []], [10, []], [29, []], [48, [48, 45, 40, 33, 44, 34, 46, 42]], [22, []], [45, []], [31, []], [40, []], [28, []], [33, []], [26, []], [23, []], [8, []], [19, []], [50, [50, 30]], [44, []], [42, []], [2, []], [34, []], [46, []], [30, []]], [[0, [3, 1, 4]], [1, []], [3, []], [9, [9, 15, 17, 7, 16, 13, 14]], [21, [21, 24, 27]], [15, []], [24, []], [4, []], [35, [35, 43, 37, 39, 38, 41, 36]], [17, []], [43, []], [37, []], [27, []], [49, [49, 47, 32, 20]], [7, []], [16, []], [13, []], [39, []], [47, []], [14, []], [32, []], [38, []], [41, []], [36, []], [20, []]]], [[[5, [5, 6, 11, 10]]], [[9, [9, 15, 17, 7, 16, 13, 14]]], [[18, [18, 12, 8]]], [[21, [21, 24, 27]]], [[25, [25, 29, 22, 31, 28, 26, 23, 19]]], [[35, [35, 43, 37, 39, 38, 41, 36]]], [[48, [48, 45, 40, 33, 44, 34, 46, 42]]], [[49, [49, 47, 32, 20]]], [[50, [50, 30]]]]]",637.3573373,"[[[[0, [4]], [10, [10, 12]], [12, []], [18, [22, 14, 13, 16, 7, 18]], [22, []], [36, [36]], [41, [41, 27, 21, 15, 32, 17, 24]], [27, []], [14, []], [47, [47, 39, 38, 37, 43, 35]], [39, []], [13, []], [16, []], [49, [49]], [7, []], [21, []], [15, []], [32, []], [38, []], [37, []], [43, []], [17, []], [35, []], [4, []], [24, []]], [[0, [3, 2, 1]], [1, []], [2, []], [3, []], [5, [5, 6, 11, 8, 9]], [6, []], [29, [29, 26, 23, 19, 20, 31]], [25, [25, 28, 33, 34, 30]], [11, []], [48, [48, 40, 45, 50, 44, 42, 46]], [31, []], [40, []], [45, []], [28, []], [33, []], [26, []], [23, []], [8, []], [19, []], [50, []], [44, []], [9, []], [42, []], [34, []], [46, []], [20, []], [30, []]]], [[[10, [10, 12]]], [[5, [5, 6, 11, 8, 9]]], [[18, [22, 14, 13, 16, 7, 18]]], [[29, [29, 26, 23, 19, 20, 31]]], [[25, [25, 28, 33, 34, 30]]], [[36, [36]]], [[41, [41, 27, 21, 15, 32, 17, 24]]], [[47, [47, 39, 38, 37, 43, 35]]], [[49, [49]], [48, [48, 40, 45, 50, 44, 42, 46]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,60,2,1,982.0913307,"[[[[0, [5, 1, 3, 2]], [2, []], [12, [12, 7, 8, 11]], [5, []], [1, []], [3, []], [7, []], [8, []], [11, []], [24, [24, 10, 14]], [23, [23, 26, 25, 27]], [10, []], [26, []], [25, []], [27, []], [14, [44, 41, 38, 36, 40]], [44, []], [41, []], [38, []], [36, [39, 49, 50, 37, 45, 46]], [40, []], [45, []], [46, []], [49, []], [50, []], [39, []], [37, []]], [[0, [6]], [4, [4, 9]], [6, []], [9, []], [13, [13, 16]], [16, [19, 22, 21, 15, 20, 18]], [20, []], [19, []], [22, []], [21, []], [28, [28, 30, 31, 32]], [15, [33, 17, 35]], [30, []], [31, []], [32, []], [33, []], [18, []], [17, [43, 42, 29, 34]], [43, []], [42, []], [29, [48, 47]], [34, []], [35, []], [48, []], [47, []]]], [[[4, [4, 9]]], [[12, [12, 7, 8, 11]]], [[13, [13, 16]]], [[16, [19, 22, 21, 15]]], [[16, [20, 18]]], [[24, [24, 10, 14]]], [[23, [23, 26, 25, 27]]], [[28, [28, 30, 31, 32]]], [[15, [33, 17, 35]]], [[14, [44, 41, 38, 36]]], [[14, [40]]], [[17, [43, 42, 29, 34]]], [[36, [45, 46]]], [[36, [39, 49, 50, 37]]], [[29, [48, 47]]]]]",1079.77033,"[[[[0, [5, 1, 3, 2]], [2, []], [12, [12, 8, 11, 7]], [5, []], [1, []], [3, []], [10, [10, 26, 23, 24, 27]], [26, []], [8, []], [11, []], [23, []], [24, [25, 29, 28, 35]], [27, []], [25, []], [7, [42, 36, 34, 41]], [42, []], [29, []], [28, [47, 48, 43]], [47, []], [48, []], [35, []], [34, []], [43, []], [41, []], [36, []]], [[0, []], [4, [4, 9, 6]], [6, []], [9, []], [13, [13, 16, 14, 18]], [16, [19, 22, 21, 20, 17, 15]], [20, []], [19, []], [22, []], [21, []], [18, []], [17, [31, 30, 33, 32]], [33, []], [32, []], [30, []], [31, []], [15, []], [14, [45, 40, 49, 46, 50, 39, 37, 44, 38]], [44, []], [38, []], [37, []], [45, []], [49, []], [46, []], [50, []], [39, []], [40, []]]], [[[12, [12, 8, 11, 7]]], [[4, [4, 9, 6]]], [[10, [10]]], [[13, [13, 16, 14, 18]]], [[16, [19, 22, 21, 15]]], [[16, [20, 17]]], [[10, [26, 23, 24, 27]]], [[24, [25, 29, 28, 35]]], [[17, [31, 30, 33, 32]]], [[14, [45, 40, 46, 39]]], [[7, [42, 36, 34, 41]]], [[14, [37, 44, 38]]], [[28, [47, 43]]], [[28, [48]], [14, [49, 50]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,60,2,2,974.2982213,"[[[[0, [6, 4]], [9, [9, 10, 11, 12]], [10, [2, 8]], [2, []], [6, []], [11, []], [12, []], [4, []], [8, []], [24, [24, 25, 27, 26]], [25, []], [27, []], [26, []], [23, [23, 28, 14]], [14, []], [28, [40, 38, 41, 39, 37, 32, 45, 36]], [32, []], [40, []], [38, []], [36, [46, 49, 50]], [41, []], [45, []], [46, []], [49, []], [50, []], [39, []], [37, []]], [[0, [3, 5, 1]], [3, []], [15, [15, 16, 13, 17]], [16, []], [13, []], [17, []], [18, [18, 20, 22, 21, 7]], [20, []], [22, [19]], [21, []], [19, []], [7, [33, 34, 29, 31, 35]], [33, []], [34, []], [31, []], [5, [44, 43, 42, 30]], [44, []], [43, []], [42, []], [29, [48, 47]], [30, []], [35, []], [48, []], [47, []], [1, []]]], [[[9, [9, 10, 11, 12]]], [[10, [2, 8]]], [[15, [15, 16, 13, 17]]], [[18, [18, 20, 22, 21]]], [[18, [7]]], [[22, [19]]], [[24, [24, 25, 27, 26]]], [[7, [33, 34, 29, 35]]], [[7, [31]]], [[23, [23, 28, 14]]], [[28, [40, 38, 41, 45]]], [[28, [39, 37, 32, 36]]], [[5, [44, 43, 42, 30]]], [[36, [46, 49, 50]]], [[29, [48, 47]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,60,2,4,960.3238076,"[[[[0, [5, 6, 1, 4, 3, 2]], [2, []], [5, []], [6, []], [17, [17, 11, 8, 10]], [11, []], [8, [27, 26, 24, 9]], [27, []], [26, []], [10, [25, 23, 12, 14]], [24, []], [25, []], [9, []], [23, []], [12, [38, 40, 28, 35]], [38, []], [40, []], [1, []], [14, []], [28, [47, 48, 34]], [47, []], [48, []], [35, []], [34, []], [4, []], [3, []]], [[0, []], [15, [15, 16, 7, 13]], [16, []], [7, []], [18, [18, 20, 19, 21]], [20, []], [19, []], [21, []], [22, [22]], [13, [30, 31, 33, 32]], [30, []], [31, []], [33, []], [32, []], [29, [29, 42, 43, 44, 41, 37, 39, 50, 49, 46, 36, 45]], [42, []], [43, []], [44, []], [41, []], [37, []], [39, []], [50, []], [49, []], [46, []], [45, []], [36, []]]], [[[15, [15, 16, 7, 13]]], [[17, [17, 11, 8, 10]]], [[18, [18, 20, 19, 21]]], [[22, [22]]], [[8, [27, 26, 24, 9]]], [[10, [25, 23, 12, 14]]], [[13, [30, 31, 33, 32]]], [[29, [29, 41, 37, 36]]], [[12, [38, 40, 28, 35]]], [[29, [39, 50, 49, 46]]], [[29, [42, 43, 44, 45]]], [[28, [47, 48, 34]]]]]",1008.323808,"[[[[0, []], [13, [13]], [22, [22, 18, 19, 21]], [19, []], [20, [20, 4, 17, 11]], [21, []], [18, []], [17, []], [11, []], [29, [29, 32, 40, 38, 36, 37, 31, 33]], [31, []], [32, []], [33, []], [40, []], [38, []], [36, [39, 50, 49, 46, 45, 41, 44]], [37, []], [39, []], [50, []], [49, []], [46, []], [45, []], [41, []], [44, []], [4, []]], [[0, [2, 3, 1, 6]], [7, [7, 8, 9, 12, 5]], [8, []], [9, []], [12, []], [10, [10]], [1, [14, 16, 15]], [14, []], [2, []], [16, []], [15, []], [5, []], [3, []], [23, [23, 27, 25, 26]], [27, []], [25, []], [26, []], [24, [24, 30, 34, 28]], [6, []], [30, []], [34, []], [28, [47, 48, 35, 42, 43]], [47, []], [48, []], [35, []], [42, []], [43, []]]], [[[7, [5]]], [[7, [7, 8, 9, 12]]], [[10, [10]]], [[13, [13]], [1, [14, 16, 15]]], [[22, [22, 18, 19, 21]]], [[20, [20, 4, 17, 11]]], [[23, [23, 27, 25, 26]]], [[24, [24, 30, 34, 28]]], [[29, [29, 32, 31, 33]]], [[29, [40, 38, 36, 37]]], [[28, [42, 43]]], [[36, [39, 46, 45, 41]]], [[28, [47, 48, 35]]], [[36, [50, 49, 44]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,90,2,1,931.0788655,"[[[[0, [2]], [12, [12, 11]], [11, []], [14, [14, 15]], [2, []], [15, []], [22, [22]], [24, [24, 26, 27]], [26, []], [27, [25, 23]], [25, []], [23, []], [36, [36, 38, 39, 37]], [38, []], [39, []], [37, []], [43, [43, 44, 45, 46]], [44, []], [45, []], [46, []], [50, [50, 49, 41, 40]], [49, []], [41, []], [40, []]], [[0, [5, 3, 4, 1, 6]], [4, []], [1, []], [6, []], [5, []], [10, [10, 8, 7]], [8, []], [7, []], [9, [9, 13, 17, 16]], [3, []], [13, []], [17, []], [16, []], [21, [21, 20, 19, 18]], [20, []], [19, []], [18, []], [28, [28, 31, 30, 32]], [30, []], [32, []], [31, []], [35, [35, 34, 33, 29]], [34, []], [42, [42]], [33, []], [47, [47, 48]], [48, []], [29, []]]], [[[10, [10, 8, 7]]], [[12, [12, 11]]], [[14, [14, 15]]], [[9, [9, 13, 17, 16]]], [[21, [21, 20, 19, 18]]], [[22, [22]]], [[24, [24, 26, 27]]], [[28, [28, 31, 30, 32]]], [[27, [25, 23]]], [[35, [35, 34, 33, 29]]], [[36, [36, 38, 39, 37]]], [[42, [42]]], [[43, [43, 44, 45, 46]]], [[50, [50, 49, 41, 40]]], [[47, [47, 48]]]]]",948.2937654,"[[[[0, []], [13, [13]], [21, [21, 20, 19, 16, 15, 24]], [20, []], [22, [22, 18]], [19, []], [18, []], [16, []], [15, []], [24, [34, 28, 33]], [39, [39, 37, 36, 31]], [37, []], [36, []], [31, []], [42, [42]], [33, []], [34, []], [48, [48, 47]], [47, []], [28, []]], [[0, [2, 4, 6, 1, 3, 5]], [2, []], [4, []], [6, []], [1, []], [7, [7, 9, 8, 12]], [17, [17, 11, 10, 14]], [14, []], [3, []], [5, []], [11, []], [10, []], [9, []], [8, []], [27, [27, 26, 25, 23]], [26, []], [25, []], [23, [29, 32]], [12, []], [29, []], [30, [30, 35, 38, 41]], [35, []], [32, []], [43, [43, 44, 45, 46]], [44, []], [45, []], [46, []], [49, [49, 50, 40]], [38, []], [50, []], [41, []], [40, []]]], [[[7, [7, 9, 8, 12]]], [[17, [11, 10, 14]], [13, [13]]], [[17, [17]]], [[21, [21, 20, 19, 24]]], [[21, [16, 15]]], [[22, [22, 18]]], [[27, [27, 26, 25, 23]]], [[23, [29, 32]]], [[24, [34, 28, 33]]], [[30, [30, 35, 38, 41]]], [[39, [39, 37, 36, 31]]], [[42, [42]]], [[43, [43, 44, 45, 46]]], [[49, [49, 50, 40]]], [[48, [48, 47]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,90,2,2,931.0788655,"[[[[0, [5, 1, 3, 6, 2, 4]], [3, []], [6, []], [5, []], [2, []], [4, []], [12, [12]], [1, []], [27, [27, 26, 25, 24]], [26, []], [25, []], [24, []], [23, [23, 29, 28, 30]], [29, []], [28, []], [30, []], [34, [34, 31, 32, 40]], [31, []], [32, []], [43, [43, 41, 45, 46]], [40, []], [41, []], [45, []], [46, []], [50, [50, 49]], [49, []]], [[0, [7]], [7, [8, 9, 11, 10, 14, 16, 15]], [8, []], [10, []], [9, []], [11, []], [14, []], [16, []], [15, []], [13, [13, 21, 18, 17]], [19, [19, 20, 22]], [20, []], [22, []], [21, []], [18, []], [17, []], [36, [36, 37, 39, 38]], [37, []], [39, []], [38, []], [44, [44, 42, 33, 35]], [42, []], [33, []], [35, []], [48, [48, 47]], [47, []]]], [[[12, [12]]], [[7, [8, 9, 11]]], [[7, [10, 14, 16, 15]]], [[13, [13, 21, 18, 17]]], [[19, [19, 20, 22]]], [[27, [27, 26, 25, 24]]], [[23, [23, 29, 28, 30]]], [[34, [34, 31, 32, 40]]], [[36, [36, 37, 39, 38]]], [[44, [44, 42, 33, 35]]], [[43, [43, 41, 45, 46]]], [[50, [50, 49]]], [[48, [48, 47]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,90,2,5,931.0788655,"[[[[0, [5, 1, 2]], [2, []], [5, []], [1, []], [9, [9]], [14, [14, 16, 17, 13]], [16, []], [17, []], [13, []], [27, [27, 25, 26, 24]], [25, []], [26, []], [24, []], [23, [23, 10, 15]], [10, []], [36, [36, 39, 37, 38]], [39, []], [37, []], [38, []], [42, [42, 28, 35, 29]], [28, []], [35, []], [47, [47, 48]], [48, []], [29, []], [15, []]], [[0, [3, 4, 6]], [4, []], [6, []], [8, [8, 11, 12]], [11, []], [12, []], [3, []], [7, [7]], [18, [18, 20, 19, 21]], [20, []], [19, []], [21, []], [22, [22]], [33, [33, 30, 32, 31]], [30, []], [32, []], [31, []], [34, [34, 41, 40]], [43, [43, 44, 45, 46]], [44, []], [41, []], [45, []], [46, []], [50, [50, 49]], [49, []], [40, []]]], [[[8, [8, 11, 12]]], [[7, [7]]], [[9, [9]]], [[14, [14, 16, 17, 13]]], [[18, [18, 20, 19, 21]]], [[22, [22]]], [[27, [27, 25, 26, 24]]], [[23, [23, 10, 15]]], [[33, [33, 30, 32, 31]]], [[34, [34, 41, 40]]], [[36, [36, 39, 37, 38]]], [[42, [42, 28, 35, 29]]], [[43, [43, 44, 45, 46]]], [[47, [47, 48]]], [[50, [50, 49]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,120,2,3,931.0788655,"[[[[0, []], [14, [14, 17, 15, 8, 1]], [17, []], [15, []], [22, [22, 21, 20, 19]], [21, []], [20, []], [19, []], [18, [18, 27, 26, 25]], [27, []], [26, []], [25, []], [24, [24, 7]], [8, []], [7, []], [36, [36, 39, 37, 38]], [39, []], [37, []], [38, []], [46, [46, 45, 44, 41]], [45, []], [44, []], [41, []], [50, [50, 49, 40]], [49, []], [40, []], [1, []]], [[0, [5, 4, 3]], [6, [6, 10, 9, 2]], [4, []], [16, [16, 12, 11]], [2, []], [5, []], [10, []], [23, [23]], [9, []], [12, []], [11, []], [29, [29, 13]], [13, []], [28, [28, 31, 32, 33]], [31, []], [43, [43, 42, 34, 35]], [42, []], [32, []], [33, []], [34, []], [35, []], [47, [47, 48, 30]], [48, []], [30, []], [3, []]]], [[[14, [1]]], [[6, [6, 10, 9, 2]]], [[14, [14, 17, 15, 8]]], [[16, [16, 12, 11]]], [[22, [22, 21, 20, 19]]], [[18, [18, 27, 26, 25]]], [[23, [23]]], [[24, [24, 7]]], [[29, [29, 13]]], [[28, [28, 31, 32, 33]]], [[36, [36, 39, 37, 38]]], [[46, [46, 45, 44, 41]]], [[43, [43, 42, 34, 35]]], [[50, [50, 49, 40]]], [[47, [47, 48, 30]]]]]",939.0788655,"[[[[0, [5, 3]], [14, [14]], [22, [22, 21, 20]], [21, []], [20, []], [17, [17, 18, 19]], [18, []], [19, []], [30, [30, 31, 29]], [31, []], [29, []], [40, [40, 41]], [5, [44, 46, 45]], [44, []], [41, []], [50, [50, 49]], [49, []], [46, []], [45, []], [3, []]], [[0, [1, 6, 4, 2]], [2, []], [1, []], [7, [7]], [13, [13, 9, 16, 15]], [6, [11, 8, 10, 12]], [4, []], [9, []], [11, []], [8, []], [27, [27, 26, 25, 24]], [26, []], [10, []], [25, []], [24, []], [12, []], [23, [23, 32, 33, 35]], [37, [37, 38, 36, 39]], [38, []], [36, []], [39, []], [43, [43, 42, 34, 28]], [42, []], [32, []], [33, []], [35, []], [34, []], [48, [48, 47]], [47, []], [28, []], [16, []], [15, []]]], [[[7, [7]]], [[14, [14]], [13, [13, 9]]], [[13, [16, 15]]], [[6, [11, 8, 10, 12]]], [[22, [22, 21, 20]]], [[17, [17, 18, 19]]], [[27, [27, 26, 25, 24]]], [[23, [23, 32, 33, 35]]], [[30, [30, 31, 29]]], [[37, [37, 38, 36, 39]]], [[40, [40, 41]]], [[5, [44, 46, 45]]], [[43, [43, 42, 34, 28]]], [[50, [50, 49]]], [[48, [48, 47]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,120,2,4,931.0788655,"[[[[0, [3, 6, 1]], [6, []], [1, []], [3, []], [14, [14, 11, 7]], [11, []], [7, []], [27, [27, 26, 25, 24]], [26, []], [24, []], [25, []], [23, [23, 30, 32, 33, 35]], [30, []], [44, [44, 43, 42, 34]], [43, []], [42, []], [32, []], [33, []], [34, []], [35, []], [48, [48, 47]], [47, []]], [[0, [2, 5, 4]], [2, []], [5, []], [4, []], [8, [8, 10, 12, 9]], [10, []], [12, []], [9, []], [13, [13, 15, 16, 17]], [15, []], [16, []], [17, []], [18, [18, 19, 20, 21]], [19, []], [20, []], [21, []], [22, [22]], [28, [28, 31]], [31, []], [29, [29, 36, 39, 38]], [36, [41, 37, 45, 46]], [41, []], [45, []], [46, []], [37, []], [39, []], [50, [50, 49, 40]], [49, []], [38, []], [40, []]]], [[[14, [14, 11, 7]]], [[8, [8, 10, 12, 9]]], [[13, [13, 15, 16, 17]]], [[18, [18, 19, 20, 21]]], [[22, [22]]], [[27, [27, 26, 25, 24]]], [[23, [23, 30, 32]]], [[23, [33, 35]]], [[28, [28, 31]]], [[29, [29, 36, 39, 38]]], [[36, [41, 37, 45, 46]]], [[44, [44, 43, 42, 34]]], [[50, [50, 49, 40]]], [[48, [48, 47]]]]]",939.0788655,"[[[[0, [5, 4, 3]], [3, []], [4, []], [5, []], [6, [6]], [12, [12, 9]], [9, []], [17, [17, 11, 13]], [21, [21, 19]], [20, [20, 22]], [22, []], [18, [18, 23]], [19, []], [13, []], [11, [33]], [23, []], [37, [37, 39, 36]], [39, []], [36, []], [44, [44, 43, 34, 35]], [43, []], [33, []], [34, []], [35, []], [48, [48, 47, 28]], [47, []], [28, []]], [[0, [1, 2, 10, 8]], [15, [15, 16, 14]], [16, []], [14, []], [10, []], [2, []], [8, []], [24, [24]], [25, [25, 27, 26, 7]], [27, []], [26, []], [7, []], [1, []], [29, [29, 30, 31, 32]], [32, []], [30, []], [31, []], [42, [42, 38, 46, 45]], [38, []], [50, [50, 49, 41, 40]], [49, []], [46, []], [45, []], [41, []], [40, []]]], [[[6, [6]]], [[15, [15, 16, 14]]], [[12, [12, 9]]], [[17, [17, 11, 13]]], [[21, [21, 19]]], [[20, [20, 22]]], [[18, [18, 23]], [24, [24]]], [[25, [25, 27, 26, 7]]], [[11, [33]]], [[29, [29, 30, 31, 32]]], [[37, [37, 39, 36]]], [[44, [44, 43, 34, 35]]], [[42, [42, 38, 46, 45]]], [[50, [50, 49, 41, 40]]], [[48, [48, 47, 28]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,4,120,2,5,939.0788655,"[[[[0, [2, 5, 6]], [2, []], [5, []], [18, [18, 17, 10, 12]], [17, []], [12, []], [24, [24, 25, 27]], [25, []], [27, [26, 23, 35, 28]], [26, []], [10, []], [23, []], [6, []], [44, [44, 43, 42]], [43, []], [42, []], [35, []], [48, [48, 47]], [47, []], [28, []]], [[0, [1, 3, 4]], [9, [9, 8, 7, 11]], [8, []], [14, [14, 13, 15, 16]], [13, []], [15, []], [16, []], [19, [19, 20, 21, 22]], [20, []], [21, []], [22, []], [7, []], [11, []], [1, []], [3, []], [4, []], [29, [29, 34, 33, 30]], [34, []], [33, []], [31, [31, 36, 38, 32]], [30, []], [32, []], [36, []], [38, []], [37, [37, 39, 41, 46]], [39, []], [41, []], [50, [50, 49, 45, 40]], [49, []], [46, []], [45, []], [40, []]]], [[[9, [9, 8, 7, 11]]], [[14, [14, 13, 15, 16]]], [[18, [18, 17, 10, 12]]], [[19, [19, 20, 21, 22]]], [[24, [24, 25, 27]]], [[29, [29, 34, 33, 30]]], [[27, [26, 23, 35, 28]]], [[31, [31, 36, 38, 32]]], [[37, [37, 39, 41, 46]]], [[44, [44, 43, 42]]], [[50, [50, 49, 45, 40]]], [[48, [48, 47]]]]]",970.335453,"[[[[0, []], [16, [16, 22, 21, 12]], [20, [20]], [22, [27, 26, 25]], [21, []], [27, []], [26, []], [25, []], [24, [24, 23]], [12, []], [23, []], [36, [36, 37, 38]], [37, [44]], [38, []], [44, []], [41, [41, 39, 46, 45]], [39, []], [50, [50, 49, 40]], [49, []], [46, []], [45, []], [40, []]], [[0, [3, 2, 1, 4, 6, 5]], [9, [9, 8, 10, 7]], [8, []], [10, []], [7, []], [11, [11, 13, 17, 15]], [3, [14]], [14, []], [15, []], [18, [18, 19]], [19, []], [13, []], [17, []], [2, []], [1, []], [4, []], [29, [29, 30, 34, 33]], [30, []], [34, []], [33, []], [31, [31, 32, 35, 28]], [32, []], [6, []], [5, []], [43, [43, 42]], [42, []], [35, []], [48, [48, 47]], [47, []], [28, []]]], [[[16, [16, 22, 21, 12]]], [[9, [9, 8, 10, 7]]], [[11, [11, 13, 17, 15]]], [[3, [14]]], [[18, [18, 19]]], [[20, [20]]], [[22, [27, 26, 25]]], [[24, [24, 23]]], [[29, [29, 30, 34, 33]]], [[31, [31, 32, 35, 28]]], [[36, [36, 37, 38]]], [[37, [44]], [43, [43, 42]]], [[41, [41, 39, 46, 45]]], [[50, [50, 49, 40]]], [[48, [48, 47]]]]]"
