seg,iter,div_round,nid,fit_cur,fit_best_global,fit_best_segment,improved,multi_visit,best_multi_fit
1,8,1,2,376.647,376.647,376.647,0,1,376.647
1,9,1,0,380,376.647,376.647,0,1,376.647
1,10,1,2,376.647,376.647,376.647,0,1,376.647
1,11,1,0,384,376.647,376.647,0,1,376.647
1,12,1,2,391.647,376.647,376.647,0,1,376.647
1,13,1,1,380,376.647,376.647,0,1,376.647
1,14,1,0,384,376.647,376.647,0,1,376.647
1,15,1,1,381.647,376.647,376.647,0,1,376.647
1,16,1,2,396.647,376.647,376.647,0,1,376.647
2,0,1,0,376.647,376.647,376.647,0,1,376.647
2,1,1,2,376.647,376.647,376.647,0,1,376.647
2,2,1,2,376.647,376.647,376.647,0,1,376.647
2,3,1,1,376.647,376.647,376.647,0,1,376.647
2,4,1,2,376.647,376.647,376.647,0,1,376.647
2,5,1,2,376.647,376.647,376.647,0,1,376.647
2,6,1,0,379,376.647,376.647,0,1,376.647
2,7,1,2,376.647,376.647,376.647,0,1,376.647
2,8,1,0,380,376.647,376.647,0,1,376.647
2,9,1,1,380,376.647,376.647,0,1,376.647
2,10,1,1,381.647,376.647,376.647,0,1,376.647
2,11,1,0,380,376.647,376.647,0,1,376.647
2,12,1,2,391.647,376.647,376.647,0,1,376.647
2,13,1,0,380,376.647,376.647,0,1,376.647
2,14,1,0,384,376.647,376.647,0,1,376.647
2,15,1,0,384,376.647,376.647,0,1,376.647
3,0,1,1,376.647,376.647,376.647,0,1,376.647
3,1,1,2,376.647,376.647,376.647,0,1,376.647
3,2,1,0,376.647,376.647,376.647,0,1,376.647
3,3,1,1,380,376.647,376.647,0,1,376.647
3,4,1,0,379,376.647,376.647,0,1,376.647
3,5,1,0,380,376.647,376.647,0,1,376.647
3,6,1,1,381.647,376.647,376.647,0,1,376.647
3,7,1,0,380,376.647,376.647,0,1,376.647
3,8,1,2,376.647,376.647,376.647,0,1,376.647
3,9,1,1,381.647,376.647,376.647,0,1,376.647
3,10,1,0,380,376.647,376.647,0,1,376.647
3,11,1,0,384,376.647,376.647,0,1,376.647
3,12,1,1,384.647,376.647,376.647,0,1,376.647
3,13,1,2,376.647,376.647,376.647,0,1,376.647
3,14,1,2,376.647,376.647,376.647,0,1,376.647
3,15,1,1,384.647,376.647,376.647,0,1,376.647
3,16,1,2,376.647,376.647,376.647,0,1,376.647
3,17,1,2,391.647,376.647,376.647,0,1,376.647
-1,-1,1,-1,376.647,376.647,376.647,0,1,376.647
0,0,2,1,376.647,376.647,376.647,0,1,376.647
0,1,2,1,380,376.647,376.647,0,1,376.647
0,2,2,2,376.647,376.647,376.647,0,1,376.647
0,3,2,1,381.647,376.647,376.647,0,1,376.647
0,4,2,1,381.647,376.647,376.647,0,1,376.647
0,5,2,0,376.647,376.647,376.647,0,1,376.647
0,6,2,0,379,376.647,376.647,0,1,376.647
0,7,2,1,384.647,376.647,376.647,0,1,376.647
0,8,2,1,384.647,376.647,376.647,0,1,376.647
0,9,2,2,376.647,376.647,376.647,0,1,376.647
0,10,2,2,376.647,376.647,376.647,0,1,376.647
0,11,2,1,388,376.647,376.647,0,1,376.647
0,12,2,0,380,376.647,376.647,0,1,376.647
0,13,2,0,380,376.647,376.647,0,1,376.647
0,14,2,0,380,376.647,376.647,0,1,376.647
1,0,2,2,376.647,376.647,376.647,0,1,376.647
1,1,2,1,376.647,376.647,376.647,0,1,376.647
1,2,2,0,376.647,376.647,376.647,0,1,376.647
1,3,2,2,376.647,376.647,376.647,0,1,376.647
1,4,2,2,376.647,376.647,376.647,0,1,376.647
1,5,2,2,376.647,376.647,376.647,0,1,376.647
1,6,2,1,380,376.647,376.647,0,1,376.647
1,7,2,1,381.647,376.647,376.647,0,1,376.647
1,8,2,2,376.647,376.647,376.647,0,1,376.647
1,9,2,1,381.647,376.647,376.647,0,1,376.647
1,10,2,2,391.647,376.647,376.647,0,1,376.647
1,11,2,0,379,376.647,376.647,0,1,376.647
1,12,2,0,380,376.647,376.647,0,1,376.647
1,13,2,0,380,376.647,376.647,0,1,376.647
1,14,2,2,396.647,376.647,376.647,0,1,376.647
1,15,2,2,396.78,376.647,376.647,0,1,376.647
1,16,2,2,388,376.647,376.647,0,1,376.647
1,17,2,0,380,376.647,376.647,0,1,376.647
2,0,2,1,376.647,376.647,376.647,0,1,376.647
2,1,2,1,380,376.647,376.647,0,1,376.647
2,2,2,1,381.647,376.647,376.647,0,1,376.647
2,3,2,1,381.647,376.647,376.647,0,1,376.647
2,4,2,1,384.647,376.647,376.647,0,1,376.647
2,5,2,1,384.647,376.647,376.647,0,1,376.647
2,6,2,2,376.647,376.647,376.647,0,1,376.647
2,7,2,0,376.647,376.647,376.647,0,1,376.647
2,8,2,2,376.647,376.647,376.647,0,1,376.647
2,9,2,0,379,376.647,376.647,0,1,376.647
2,10,2,1,388,376.647,376.647,0,1,376.647
2,11,2,0,380,376.647,376.647,0,1,376.647
2,12,2,0,380,376.647,376.647,0,1,376.647
2,13,2,1,388,376.647,376.647,0,1,376.647
2,14,2,1,388,376.647,376.647,0,0,376.647
2,15,2,0,380,376.647,376.647,0,1,376.647
3,0,2,2,376.647,376.647,376.647,0,1,376.647
3,1,2,0,376.647,376.647,376.647,0,1,376.647
3,2,2,1,376.647,376.647,376.647,0,1,376.647
3,3,2,1,380,376.647,376.647,0,1,376.647
3,4,2,2,376.647,376.647,376.647,0,1,376.647
3,5,2,0,379,376.647,376.647,0,1,376.647
3,6,2,2,376.647,376.647,376.647,0,1,376.647
3,7,2,0,380,376.647,376.647,0,1,376.647
3,8,2,0,380,376.647,376.647,0,1,376.647
3,9,2,2,376.647,376.647,376.647,0,1,376.647
3,10,2,0,380,376.647,376.647,0,1,376.647
3,11,2,2,376.647,376.647,376.647,0,1,376.647
3,12,2,0,384,376.647,376.647,0,1,376.647
3,13,2,1,381.647,376.647,376.647,0,1,376.647
3,14,2,0,384,376.647,376.647,0,1,376.647
3,15,2,2,391.647,376.647,376.647,0,1,376.647
3,16,2,0,384.647,376.647,376.647,0,1,376.647
-1,-1,2,-1,376.647,376.647,376.647,0,1,376.647
